Review,AMBIENCE#GENERAL,DRINKS#PRICES,DRINKS#QUALITY,DRINKS#STYLE&OPTIONS,FOOD#PRICES,FOOD#QUALITY,FOOD#STYLE&OPTIONS,LOCATION#GENERAL,RESTAURANT#GENERAL,RESTAURANT#MISCELLANEOUS,RESTAURANT#PRICES,SERVICE#GENERAL
"['Dạo này Ò ó o ra món mới nên tui có thêm sự lựa_chọn để thay_đổi khẩu_vị mỗi lần thèm gà .', 'Món này lạ ở chỗ có xôi sẵn luôn , xôi nướng chung với gà nên nước gà thấm vào làm xôi đậm vị mà béo béo ăn ngon lắm ý .']",0,0,0,0,0,1,1,0,0,0,0,0
"['Dạo này thấy quán này mọi người đi ăn nhiều nên đi thử , nhìn menu thấy khá nhiều món mặc_dù tên quán là Bún riêu , mình order ăn với bạn cũng nhiều , thấy chất_lượng khá ổn , nước_ngọt thanh , đồ_ăn cũng ổn , tô bún trình_bày bắt_mắt , mình order thêm tô bún có giò nhưng giò nhỏ và không ngon lắm , chỉ có ít thịt và da ở ngoài thôi , mắm_tôm pha ăn kèm với đồ_ăn cũng được , Về không_gian quán thì ok , lịch_sự , nhân_viên cũng chu_đáo .', 'Hôm mình đi cuối tuần mà khách cũng đông lắm , Sẽ quay lại tiếp nữa ,']",1,0,0,0,0,3,3,0,1,0,0,1
"['Dạo này theo phong_cách , style mới !', 'Nước lẩu không cay lắm , đã cải_tiến "" công_nghệ "" nướng nên đỡ khói hơn trước , giá_cả hợp_lý , đồ_ăn ướp khá ok , phục_vụ hơi lâu : (']",0,0,0,0,1,1,1,0,0,0,0,2
"['Đặt bàn trước đc sắp_xếp vào hầm rượu , sang chảnh vô cùng.Xung quanh quá_trời loại rượu , ai muốn uống nhờ nv tư_vấn nhé .', 'Đồ_ăn thì rất ngon , nhiều loại cá ở đây lắm , còn nào cũng to dữ_dội .', 'Mấy món cơm ngon , chiên áp_chảo rất thơm .', 'Lẩu nước vừa_miệng . 2 người tầm 400k nha .']",1,0,0,1,0,1,1,0,0,0,3,0
"['Đắt_xắt_ra_miếng , ngon toẹt vời ông mặt zời \uf62c\uf60d\uf44d\uf3fc']",0,0,0,0,3,1,0,0,0,0,0,0
"['Đậu béo , bên ngoài giòn , sau khi đem ra ăn_liền sẽ rất nóng nên để xíu rồi hãy ăn .', 'Thịt nạc mềm .', 'Có cả thịt mỡ nữa nhé .', 'Lát thịt vừa không dày nhưng không quá mỏng .', 'Phèo cũng rất ngon .', 'Đây là phần 1 người ăn nhé .', 'Có_thể kêu món thêm , giá không mắc chỉ khoảng 20-30 thôi .', 'Nước chanh dây ph rất vừa .', 'Tuyệt_vời .', '\uf618\uf618\uf618\uf618']",0,0,1,0,1,1,1,0,1,0,0,0
"['Dâu cũng khá ổn .', 'Nhưng ăn dâu mãi nên thấy cũng không có gì đặc_biệt cả']",0,0,0,0,0,3,0,0,0,0,0,0
"['Đậu_phụ nêm nếm vừa_miệng , ăn rất hợp_khẩu vị , canh cũng khá là ngon , một phần không nhiều lắm , ai ăn khoẻ chắc không no đâu .', 'Menu đa_dạng các món chay lắm thoải_mái lựa chọn.Không gian rộng_rãi , thoáng mát , chỗ ngồi thoải_mái , cách trang_trí cũng rất đẹp_mắt .', 'Cung_cách phục_vụ lịch_sự , thân thiện.Một phần cơm giá 40 k.Trung bình cho 2 bạn khoảng 100k nhé.Credit : @ Quán_Chay_Pháp_Uyển']",1,0,0,0,3,1,3,0,0,0,0,1
"['Đầu_tiên là giá rẻ , chỉ 80k dc 1 lẩu 2 người ăn no_nê 3 người ăn vẫn ok , dc tặng 2 ly nước_ngọt nữa .', 'Nếm vừa ăn , chua_chua ngon_miệng , nếu muốn ăn no hơn mọi ng có_thể mua thêm mì gói phía dưới siêu_thị coop trc khi lên order .', 'Mình thích ăn lẩu vs mì gói hơn là bún , có ai giống mình ko = ] ] ] ] ]']",0,1,0,0,1,1,0,0,0,0,0,0
"['Đầu_tiên là quán lúc_nào cũng đông .', 'Mình đi lần nào cũng phải ngồi đợi bàn cả .', 'Nhân_viên rất nhiệt_tình luôn , chủ quán là Anh Quốc_Trường rất thân_thiện lại vui_vẻ nữa ạ .', 'Bàn về món ăn thì phải nói mình thích món mì ở đây lắm luôn , đặc_biệt là bị ghiền nước_lèo ạ , cay cay_chua chua đã lắm .', 'Mặc_dù mỗi lần ăn là đều hít_hà với cả xin nước_lọc 3 , 4 lần \uf602']",0,0,0,0,0,1,0,0,1,0,0,1
"['Đầu_tiên thì về không_gian , không có chỗ để xe , phải đi gửi , nhưng cũng rất gần nên mình thấy không sao cả ^ ^ Với mình thì mình thấy nước súp ngon , vị_thanh .', 'Hủ_tiếu bình_thường thì hơi ít , chỉ vừa đủ no thôi , kêu thêm 1 phần thì no căng luôn .', 'Mấy bạn bán cũng dễ_thương .', 'Ở đây có trà_đào , trà sữa đào đồng giá 10k .', 'Trung_bình 50 k / 2 ngườiCredit : @ Anh Thy_Phạm']",3,3,0,1,0,1,3,0,0,0,3,1
"['Đầu_tiên xin nói trước là món này mình nghĩ chỉ dành cho những người thích cafe đặc_biệt là loại cafe mạnh vì nếu không sau khi uống bạn có_thể bị say với cafe nguyên_chất .', 'Riêng bản_thân mình thì thấy đã và rất hiểu quả nếu dùng trong giờ làm_việc .', 'Lưu_ý là tối uống coi_chừng mất_ngủ : D']",0,0,1,0,0,0,0,0,0,0,0,0
"['Đầu_tiên , không_gian ở đây khá thoải_mái , rộng_rãi .', 'Nhân_viên phục_vụ cũng được , nhưng có đôi_lúc không chú_ý khách , hình_như có chủ quán tiếp kháchVề đồ_ăn : mình kêu 2 phần nướng gồm thịt ba chỉ , tôm , một cái lẩu hải_sản vs dĩa rau_muống xào tỏi .', 'Nhìn_chung đồ_ăn ướp khá ngon , vị đậm_đà .', 'Nước_chấm pha cũng ngon nữa , sệt hơn nhiều chỗ .', 'Đồ nướng mình không có gì để chê , nhưng lẩu hơi tệ . bạch_tuộc hơi bị hôi , không được tươi .', 'Thịt bò cũng vậy , vừa cho vào lẩu là bọt đục luôn nước lẩu .', 'Giá ko xứng vs chất_lượng , 2 đứa 100k .']",1,0,0,0,2,3,0,0,0,0,0,3
"['Đầu tuần phải sạc full 100% năng_lượng bằng vitamin Bò mới đủ phấn_chấn cho chuỗi ngày lao_lực tiếp_theo chứ .', 'Set_Bò_Phô_Mai Nhúng_Sốt mà Mèo_Béo cùng đồng_bọn đã gọi như này là ú hụ thịt bò , phô_mai ngập răng luôn nha .', 'Thịt bacon , cuộn sả , cuộn phô_mai và chả tôm viên được quyện ngấm sốt , sôi xèo_xèo trên chảo nóng nghe kích_thích lắm nè , đảm_bảo bụng réo theo luôn .', 'Mấy set bò nhúng sốt , nhúng lẩu lạ_lạ ở đây giá khoảng 255 k-275 k à , gọi 1 set là đủ cho 2-3 người ăn mệt_nghỉ .', 'Đã vậy cứ tới quán_từ thứ Hai đến thứ Tư hàng tuần là được ưu_đãi mua thêm combo 3 đĩa nạc vai , rau nấm với chả tôm có 50k nữa thôi .', 'Phê quá phê Quán_Bò - Lế - Rồ : 5 Trần_Khánh_Dư , P. Tân_Định , Q. 12 26/3 6 Lê_Văn_Sỹ , P. 1 , Q. Tân_Bình']",0,0,0,0,3,1,1,3,1,0,1,0
"['Đây bán nhiêu đồ_ăn ngon❤️ăn no luôn , tuy nằm trong hẻm nhưng quán lúc_nào cũng đông .']",0,0,0,0,0,1,0,2,1,0,0,0
"['Đây có_lẽ là topokki ngon nhất mình từng được ăn !', '!', '!', 'Có nhân phô_mai béo ngậy bên trong nữa !', '!', '!', 'Sự kết_hợp hoàn_hảo ~ Các bạn trẻ sẽ không_thể từ_chối !', '!', '!']",0,0,0,0,0,1,0,0,1,0,0,0
"['Đầy_đặn lắm nhé \uf60d thịt sườn k độn tí nào , ngon mà rẻ \uf618']",0,0,0,0,1,1,1,0,0,0,0,0
['Đầy_đủ các loại trà đặc_biệt là trà đào'],0,0,1,1,0,0,0,0,0,0,0,0
"['Đầy_đủ riêu , bò , giò , đậu , giò ở đây được rán qua ăn vừa dậy_mùi thơm mà vị lạ_lạ khác với giò bình_thường các quán khác : ) ) chỗ để xe_hơi trật vì do là quán trong ngõ']",2,0,0,0,0,1,1,3,0,0,0,0
"['Đây là quán vừa_mới khai_trương gần nhà mình , hôm bữa có qua ăn thử .', 'Thấy cơm tấm rất ngon .', 'Như cơm có mùi thơm lá dứa , sườn ướp thơm vừa ăn , có nhiều loại sườn cho thực_khách lựa như sườn cọng , nạc dăm , ba_rọi , sườn mỡ ... nói_chung rất đa_dạng .', 'Chả thì chưa ăn nhưng thấy có trứng muối , bạn mình khen ngon , chắc hôm nào phải ăn thử để report : - ) bì thì vừa_phải , không đánh_giá vì cũng không đặc_sắc .', 'Riêng nước_mắm phải nói là đểm cộng lớn , nước_mắm kẹo và thơm , thêm đồ chua và chút ớt thì phải nói quá ngon luôn , không phải gần nhà mà khen đâu nhé !', 'Cơm thêm , trà đá miễn_phí .']",0,1,0,0,0,1,1,0,0,0,0,0
"['Đây là 2 đầy_đủ . 100k gồm bún , đậu , chả cốm , giò , thịt luộc , lòng rán . 3 đứa cgai ăn 1 mẹt này no dã_man : ( Điểm trừ là quán đông , phải chờ khá lâu .', 'Điểm cộng là quán ngay ngã 3 dễ tìm , quán có rất nhiều món .', 'Thấy mọi ng hay gọi cả lẩu .']",0,0,0,0,3,0,1,1,0,0,0,2
"['Đây là cảm_xúc của mình khi măm măm bánh_bèo chén đây : xếp chồng xếp chồng . ăn mấy chục chén mà có mấy chục k , một muỗng một chén .', 'Ngon : ) ) ) Nước_mắm ngon lắm luôn , bỏ chả vô xắn ăn từ_từ , ngon mê_ly : "" > Đừng quên ăn chả nha , ăn bánh_bèo là phải có chả hehe .', 'Quán sạch_sẽ , bị cái tự coi xe nên ăn ko được tập_trung thôi .']",1,0,0,0,1,1,0,0,0,2,0,0
"['Đây là cấp 0 do mình chỉnh màu nên mới có màu đậm như_vậy .', 'Cấp 0 không cay , anh mình ăn cấp 1,2 .', 'Cấp 1 mình ăn được , cấp 2 húp miếng nước chút_xíu mà mình sặc , rát hết cả cổ .', 'Ưu_điểm là mì ngon , tôm bao ngon luôn , mình ăn hải_sản là hợp gout , cho uống nước free , nhìn bình nước_đá rất_chi_là thu_hút = ) ) ) , có máy_lạnh nhưng đông người và mì toả hơi nóng nên k lạnh lắm .', 'Nhược_điểm là quán hơi đông , ồn_ào , nhân_viên k chịu nghe khách order mà cứ khó_chịu hỏi lại hoài .', 'Đợi cũng tầm 15 phút nhưng vì khách đông nên như v là khá nhanh']",3,1,0,1,0,1,0,0,0,0,0,3
"['Đây là há cảo nhân tôm 5 k / viên .', 'Ngon chất_lượng luôn tôm bự chứ ko hề nhỏ nhé \uf364\uf364\uf364']",0,0,0,0,3,1,1,0,0,0,0,0
"['Đây là hình_ảnh bát bún lần đầu_tiên ăn : Có bề_bề , tôm , cá , ngao , rau_muống , dứa .', 'Cũng thấy ổn .', 'Cho 3 sao.Nhưng lần thứ 2 mò ra ăn cực_kì chán .', 'Bề_bề không có .', 'Tôm 1 con .', 'Cá 1 miếng nhỏ .', 'Chả cá 1 ít .', 'Dứa thì nhìn cũ cũ \uf611\uf613 .', 'Thêm vào đó rau_sống hôm đó thấy đổ bừa rổ rau nhỏ lung_tung vào rổ lớn .', 'Xong đến khi khách khác vào lấy trong đống đó ra .', 'Trông rất mất vệ_sinh \uf61eGiá không đổi .']",0,0,0,0,2,3,3,0,0,2,0,0
"['Đây là kimchikimchi hông có phô_mai nhưng có mì dai kiểu bù_qua_sớt_lại : ) ) Nổi này nhiều lắm mình đi hai người gọi combo này ra chắc 3ng ăn mới hết được free chai sting với rang cơm sau khi dùng lẩu xong nên rủ 4 đứa đi cho khỏi lỗ \uf608 sau khi ăn xong nhân_viên sẽ lại rang cơm trong chảo còn nước lẩu , bữa mình đi ăn no quá không ăn cơm_rang nên không biết vị nó ntn \uf62dNhân viên hơi chậm không_gian không bằng DonỞ đây nước_lọc free luôn']",2,1,0,0,0,0,3,0,0,0,0,3
"['Đây là lần đầu_tiên ăn , hơi lạ , nhưng khi ăn lại ngon , nước kho ếch cực ngon , vừa_miệng .', 'Ăn ko ngán']",0,0,0,0,0,1,1,0,0,0,0,0
"['Đây là lần đầu_tiên mình ăn gà rán ở đây , mình thấy mọi thứ đều hợp_khẩu vị của mình , từ khoai_tây , bánh , tương_ớt gà rán đều ngon !', 'Bạn nào cũng yêu thích ăn_uống như mình kết_bạn nhé !', 'Zalo / fb / ins 0 # 985133744']",0,0,0,0,0,1,0,0,1,0,0,0
['Đây là lần thứ hai mình ăn_ở đây nhưng lần này cơm niêu bị cháy và ngọt quá .'],0,0,0,0,0,2,0,0,0,0,0,0
"['Đây là menu quán nha .', 'Giá_cả từ 20k tới 30k thôi nè , rất hợp_lý luôn : )']",0,0,0,0,0,0,0,0,0,0,1,0
"['Đây là mì jajang .', 'Thấy lạ .', 'Ăn đồ hàn quen thì cũng tạm .', 'Nhưng ăn nhanh ngán .', 'Nhưng chụp thì đẹp ^ ^ .', 'Ở đây có lẩu nướng và kimbap ngon ^ ^ nv phục_vụ nhanh_nhẹn .', 'Ngồi điều_hoà ân mát_mẻ .', 'Giá hơi chát : ) )']",1,0,0,0,2,3,1,0,0,0,0,1
"['Đây là món mình ghiền lâu nhất !', 'Hương_vị khá ngon , nc mắm ngập tô nhưng lại ko mặn_mà lại rất vừa_miệng .', 'Quán này có tuổi đời gần 10 năm rồi nên lượng khách đến đây ăn trưa fải nói là liên_tục .', 'Mấy đứa mình ngồi ăn cũng khá lâu mà khách hết đợt này đến đợt khác ngồi vào bàn .', 'Rau tươi và sạch , thịt thơm ngon đậm_đà , đặc_biệt chả_giò ko hề bị ngấy nhá .', 'Giá hơi mắc 40 -66 k .']",0,0,0,0,2,1,1,0,1,0,0,0
"['đây là một lần khác mình đi ăn ở đây , trước đó đã có một bài review về cửa hàng đồ hàn quốc này rồi , bây giờ mình sẽ nhắc lại và review thêm món cơm trộn này nha .', '( + ) quán sạch dù ngày mưa , wc sạch nốt , nhân_viên chịu khó , chạy như vịt , giá rẻ , hợp túi tiền , ngon tuyệt , coi vậy chứ ăn không hết đó , nước lạnh free , kim chi ăn kèm free .', '( - ) không wifi , món ăn ra hơi lâu giờ cao điểm , gọi kimbap thì tầm 10p có rồi , ăn xong lại ngồi nhìn nhau một lúc để đợi cơm ra , quãng thời gian đó tưởng như đã 1 thập kỉ trôi qua : ) ) có nhiều món mới ra và những món đã lâu trong menu nhưng mình chưa thử , vì mình không ăn được cay , nhân_viên giữ xe nhiệt tình , nhưng giờ cao điểm có khi phải gửi ở chỗ khác cách đó tầm 10m , có phí giữ xe , à còn bánh gạo thì bánh cho hơi ít , đa số toàn rau , ăn ko sướng mồm cho lắm : ( Cái đáng buồn ở đây là 2 món đều cay , và mình vừa ăn vừa khóc , coi vậy chứ nhiều , cơm trộn ngon , trộn lên vs tương ớt hàn quốc ăn , cay quá mà cũng ngon quá : ) ) mình vs bạn mình đều ăn khỏe , mới đưa ra 2 món ngẫm nghĩ chắc sẽ ko no , hóa ra no quá không ăn nổi nữa , mà bỏ dở thì phí , nên quyết định đút nhau ăn cố : ) ) sau này quay lại ko dám gọi 2 món cơm 1 lúc đâu . 150 k 2 người ăn là lăn về nhà']",1,1,0,0,1,1,3,0,0,2,0,3
"['Đây là một trong những cửa tiệm bột chiên lâu_đời nhất ở Sài_Gòn , ăn cũng ngon , có nhiều món , bánh hẹ cũng ngon lắm .']",0,0,0,0,0,1,1,0,1,0,0,0
"['Đây là phần 3 người ăn nè , ăn bao ngon luôn .', 'Món này lạ_miệng với mấy bạn không phải là dân miền Tây lắm nè .', 'Ăn hết sạch luôn dĩa luôn .', 'Good taste for later']",0,0,0,0,0,1,0,0,1,0,0,0
"['Đây là phần bún tá lả dành cho 2 người bonus thêm một phần phèo chiên giá 30k bên góc trái đó ạ ☺️☺️☺️ .', 'Qán bé nhưng tấp_nập ra vô liên_tục luôn , bún đậu ngon chất_lượng phù_hợp với giá , phục_vụ nhanh và thân_thiện nè \uf44c\uf3ff\uf44c\uf3ff\uf44c\uf3ff .', 'Sẽ qay lại khi thèm :', '3 . Qán nằm trên đường Hoa_Hồng kế bên cafe Thức chứ ko phải đường Hoa_Hồng hẻm kế The_Coffee_House đâu nhoaa ☺️☺️☺️']",3,0,0,0,1,1,0,3,1,0,0,1
"['Đây là quán có đồ nướng ướp ngon nhất mình từng biết và từng ăn .', 'Chao , kimchi , cũng k giống nơi nào khác .', 'Từ nhà mình lên Nguyễn_Văn_Đậu chạy xe chắc cũng mất 30p , vậy_mà thèm là bất_chấp đường_sá xa_xôi luôn .', 'Quán nhỏ , đơn_giản có mấy cái bàn , k trang_trí gì nhiều .', 'TƯỞNG K NGON MÀ NGON K TƯỞNG \uf602\uf602\uf602']",3,0,0,0,0,1,1,2,0,0,0,0
"['ĐC : Đường D , P. An_Phú , Quận 2 .', 'Vịt nướng ăn như xá_xíu + khoai_môn chiên ngọt ngọt beo_béo .']",0,0,0,0,0,1,0,3,0,0,0,0
"['Đêm hôm trèo tường trốn ra gần nhà_ăn xôi , lạnh thế_này ăn xôi_xéo quá đã = ) ) ) ) )']",0,0,0,0,0,1,0,0,0,0,0,0
"['Đến đây ăn tô bún thịt nướng cực_kỳ chất_lượng với đầy_đủ nem thịt kèm với nước_mắm chua_ngọt cực ngon chỉ 20000 , thêm phần nem nướng tự cuốn cực thix 35000 và đặc_biệt còn miễn_phí nước uống .', 'Ngoài_ra còn món bánh_hỏi nem , thịt nướng cũng rất lạ miệnghttps : / / www.facebook.com / NEMNUONGNHATRANGNGONBORE /']",0,1,0,0,1,1,1,0,0,0,0,0
"['Đến để cảm_nhận cuộc_sống sinh_viên , chị chủ quán dễ_thương vô_cùng']",0,0,0,0,0,0,0,0,1,0,0,1
"['Đến Double ăn và gọi phần combo1 gồm Mỳ ý sốt bò bằm vị VN , Mỳ ý số kem cá_ngừ , cùng với 2 ly nước , còn khoai_tây là kêu riêng .', 'Mình thấy mỳ ý sốt bò bằm ở đây cực ngon , còn mỳ ý sốt kem cá_ngừ thì quá béo nên mình cũng đứa bạn ăn không hết vì quá ngán .', 'Nhưng nhìn_chung là thức_ăn ở đây ngon , giá_cả cũng hợp_lý .', 'Bạn nào thích mỳ ý thì nên đến đây ăn thử .']",0,0,0,0,1,1,1,0,1,0,0,0
"['Đến quán này là bị choáng về đủ thứ đồ_ăn ấy , tha_hồ mà ngồi lựa , menu quá_trời trời món luôn và thích nhất là kiểu quy ra xu để tính giá các món ăn .', 'Thấy hay cực_kỳ ấy .', '^ , ^ Món này là ngon khỏi chê luôn , vốn mình thích hào nên đạo các thứ chế_biến từ hào , hào tươi ăn dai mà vẫn ngọt thịt kèm cùng miếng phô_mai beo_béo phía trên còn có trứng_cá hồi nữa cà .', 'Ăn mỗi đứa 1 con mà vẫn không đã thèm luônGiá 25 K / 1 con , giá ổn cho 1 món đầy dinh_dưỡng mà_còn vừa_miệng nữa .']",0,0,0,0,1,1,1,0,0,0,0,0
"['Đến quán nên thử Bò nướng ống vầu , Lợn_Mán nướng giòn bì , Gà quê nướng ống tre với xôi , lẩu bia ......', 'Quán là địa_điểm khá thích_hợp cho bạn_bè tu tập']",0,0,0,0,0,1,1,0,1,0,0,0
"['Đến quán vào buổi trưa vậy_mà khách cũng khá đông .', 'Menu đa_dạng các loại tàu hủ từ truyền_thống đến cách_tân hiện_đại chỉ nghe tên thôi là muốn gọi ăn thử xem như_thế_nào rồi .', 'Mình gọi luôn thập_cẩm ăn : ) .', 'Tàu hủ mềm mịn ăn vào ngọt ngọt thanh_thanh rất vừa miệng.Không gian thoáng mát , trang_trí đẹp.Phục vụ nhiệt_tình , nhanh nhẹn.Giá cả rẻ phù_hợp mọi người .']",1,0,0,0,1,1,1,0,1,0,0,1
"['Đến Rất_Thái điều đầu_tiên là cảm_nhận được sự đơn_giản trong phong_cách nhưng thật ấm_cúng v gần_gũi !', 'Thêm vào đó món ăn ngon , lạ !', 'Ở Việt_Nam mà đc ăn món Thái đúng vị thì ko j bằng !', 'Món ăn phục_vụ nhanh !', 'Tks_Rất_Thái vì đã cho cả nhà có 1 bữa ăn ngon mà ấm_cúng như 1 bữa ăn gia_đình !', 'Thích nhất món cá nướng , gà nướng mỗi món có nước_chấm riêng , tuyệt v còn món trà sữa thái nữa .', 'Nói_chung tuyệt !']",1,0,1,0,0,1,1,0,1,0,0,1
"['Đi 10 người , gọi 3 nồi lẩu , thêm 1 lần rau thịt .', 'Lẩu ngon , nước_ngọt mỗi_tội thịt hơi ít .', 'Tổng hết 998k \uf602']",0,0,0,0,3,1,2,0,0,0,0,0
"['Đi 2 người thì nên ăn 1 dĩa như thế_này thôi nhé .', 'Chứ kiu 2 món trở lên ăn không nổi đâu \uf62d\uf62d\uf62d Ngon ứ_hự mà no cũng ứ_hự \uf602']",0,0,0,0,0,1,1,0,0,0,0,0
"['Đi ăn_chay thấy món này lạ_lạ gọi thử , chai thì chút_xíu giá tới 15k mà ngon thiệt , chua_chua ngọt ngọt hút cái rột là hết trơn .', 'Mua thêm mấy chai cho nhà ai cũng khen , rất đáng tiền \uf60d']",0,1,1,0,0,0,0,0,0,0,0,0
"['Đi ăn cơm_rang nhưng_mà ghét nhất cơm khô với cứng luôn : ( ( Nhưng cơm ở đây thì mềm không nhão nữa.Dưa bò cũng khá nhiều và vừa_miệng .', 'Nói_chung là nooo : ) )']",0,0,0,0,0,1,1,0,0,0,0,0
"['Đi ăn nhiều lần , thì vẫn mê nhất sốt Thái .', 'Cay vừa , không quá nồng , vị đậm_đà .', 'Nếu sợ ngấy có_thể gọi haft-haft sẽ đc hai loại sốt cùng 1 con gà thì giá là 169k .', 'Trung_bình thì 4 đứa ăn một con , gọi thêm vài món linh_tinh như xôi này_nọ là ăn vừa no .', 'Mức giá trung_bình 150 k / 2 người .']",0,0,0,0,3,1,1,0,0,0,0,0
"['Đi ăn Ốc nhưng_mà mê_mệt nhất món này .', 'Bạch_tuộc nướng giòn giòn và vị sa tế tê cay nơi đầu lưỡi.Nhắc đến quán Ốc ngon người ta cứ nói ốc Thảo , ốc Đào .. mà chẳng hiểu lẽ gì với mình ốc là phải vào sang quận 4 hoặc những quán nhậu bờ kè , ngõ_hẻm heo_hút mới là ngon .', 'Ốc_Oanh quận 4 , ốc mắm sữa Bình_Thạnh , ốc hẻm Lê_Văn_Sỹ vẫn là những địa_chỉ tin_cậy , quen_thuộc thay_vì những quán_xá quận 1 tiện đi_lại dễ tìm.Ai ghé quán ốc Sài_Gòn nhớ gọi cho đủ món đủ : ốc len xào dừa , ốc mỡ xào me , ốc giác xào rau_muống , ốc nhung nước_mắm , bạch_tuộc nướng , chân ghẹ rang muối , ốc_vặn nướng mỡ hành ...', ': x Ăn xong để mỗi lần trời mưa đỡ phải lại ngồi dưới hiên nhà ước_ao có quán ốc đầu hẻm đi cho vợi nhớ_thương < 3 !']",0,0,0,0,0,1,1,3,1,0,0,0
"['Đi ăn thử xe đẩy súp cua bánh_mì lề_đường đang nổi .', 'Chỉ bán lúc 2h trưa trở đi .', 'Điểm đặc_biệt là có vụn bánh_mì giòn ăn kèm theo súp .', 'Súp ăn ổn , nêm nếm vị đậm_đà .', 'Bạn mình chê súp hơi lỏng nhưng mình thấy vậy là vừa_rồi .', 'Chỉ là k thích việc óc heo bị dầm nhỏ từng miếng , từng miếng thôi .', 'Ăn k sướng miệng tí nào \uf622Hơi ít cua .', 'Bên dưới đáy ly có 1/4 trứng bắc thảo mà thấy vị trứng bắc thảo k béo , bùi_gì cả .', 'Ý là cả 2 ly đều gọi thập_cẩm mà ly bạn mình thì có 2 cái trứng cút .', 'Còn ly mình thì 1 trứng cút "" nguyên_vẹn "" , 4 lòng_đỏ , nửa lòng_trắng ....', '= ) ) .', 'Chưa bh ăn chổ súp cua mà trứng cút tùm_lum tùm la , bấy bá như vậy : ) ) ) .', 'Giá 20k cho 1 ly súp thập_cẩm như mình , còn k thập_cẩm thì 13k - 17k hay sao ấy .', 'Nói_chung , giá này rất bình_thường cho 1 quán lề_đường = ) ) .', 'Giữ xe đằng sau vs 1 anh bảo_vệ rất ư là dễ_thương , hổng giúp khách dẫn xe , k có vé giữ xe thì thôi .', 'Chứ tới độ k biết khách để xe lúc_nào , khách dẫn xe ra lúc_nào thì thật_sự cạn_lời luôn = ) ) .', 'Anh cứ tiếp_tục "" sự_nghiệp "" nằm trên yên xe của a và "" quay lưng "" lại vs chổ để xe của khách , mắt hướng mơ_màng giữa trời mây đi = ) ) ) .', 'Nên thôi bạn nào có ăn ở đây thì hãy tự bảo_vệ tài_sản cá_nhân nha , đừng "" trông_đợi "" vô ảnh\uf602\uf602 # mdrfood # mdrsaigon']",0,0,0,0,3,1,3,0,0,0,0,2
"['Đi buổi sáng bán khá ổn , đi buổi tối đông đó là rau ít như này đây .', 'Tại gần nhà nên hay ghé ăn , chất_lượng cũng tạm được .']",0,0,0,0,0,3,3,1,0,0,0,0
"['Đi chơi khuya về mình hay ghé chợ Tân_Định trên đuong Hai_Bà_Trưng rinh về e này , xôi nóng_hổi thơm mùi nước sốt rôti gà , đùi gà bự chà bá luôn .', 'Còn có xôi gà xé , xôi lòng gà cũng ngon lắm']",0,0,0,0,0,1,1,0,0,0,0,0
"['Đi chơi về muộn cả 2 thèm ăn vằn_thắn , miến trộn.Nghĩ ngay đến phố Đinh_Lễ - nơi mình từng ăn sau khi đi chợ đêm.Quán ngay đầu phố , dễ thấy , chỗ gửi xe không to lắm nhưng nhân_viên nhiệt_tình dắt xe hộ cho khách khỏi lăn tăn.Miến trộn ở đây ngon , tương_ớt cay_xè chảy nước mũi.Nhưng mà bọn mình thích : ) ) .', 'Mì vằn_thắn tưởng không no mà no kinh không_tưởng \uf616 .', 'Thích nhất là nước dùng cùng sủi cảo đi kèm , rất vừa miệng.Sẽ còn ghé nếu có dịp chơi qua và lên_cơn thèm = ) )']",0,0,0,0,0,1,1,1,1,0,0,1
"['Đi có 2 đứa , gọi 1 phần này là ăn đã muốn chết luôn.Nầm ở đây ko dày lắm , nhưng dai , sật sật , ăn cũng đỡ mỏi miệng hơn .', 'Phần rau ăn kèm cũng nhiều nên quá được .', 'Thêm bơ nữa là thơm_phức . 2 người hết tầm 200k thôi .', 'Đi đông sẽ gọi thêm lẩu nữa .', '@ Đinh_Diệu_Hương']",0,0,0,0,1,1,1,0,0,0,0,0
"['Đi đông người gọi quá_chừng món mà tính ra có gần 500k , mỗi người chưa đến 100k nữa .', 'Trong hình là mình gọi miến cua tay cầm , hàu nướng phô_mai , cơm_chiên hải_sản với cua sốt ớt Singapore đó .', 'Cua ở đây ăn bao ngon , chắc thịt cực_kì .']",0,0,0,0,1,1,1,0,0,0,0,0
"['Dì Hồng w Bà Bắc đối_diện nhau ..', 'Cảm_giác BB lun đông khách hơn , : ) ) chắc do menu phong_phú hơn : ) ) w cả sốt chấm btcuốn bên BB đậm_đà hơn thật .. menu hai bên na_ná nhau nhưng mình lại đặc_biệt khoái btchiên bên DH , siêu ngon lun .. khác hẳn bên kia .', 'Bt chiên lắc phomai , thêm pate thịt bằm hành phi ăn mãi ko ngán thơm_phức phê j đâu : ) ) ngày nào cung thèm cũng lăn sang làm 1 quả 20k ấy : ) ) btcuon thì 1.5 k / c']",0,0,0,0,3,1,1,0,0,0,0,0
